date,department,location,experience_level,project_status,base_salary,years_experience,projects_completed,performance_score,training_hours,overtime_hours,job_satisfaction,salary_per_year_experience,is_high_performer,satisfaction_category
2023-02-09,Sales,Austin,Entry,Completed,77952.91853803686,5.820470029689991,5,0.6606844720931978,9.0,6.891354936566235,0.69466508871969,13392.890632612496,False,Medium
2023-02-10,Finance,Austin,Entry,Completed,86076.99869993115,8.084482418740532,7,0.7437615862874826,1.0,7.813133583723403,0.812426569492562,10647.18732029118,False,High
2023-02-11,Marketing,Seattle,Senior,Not Started,77570.52421784955,6.303470527721318,3,0.6530646047393978,9.0,3.5757092598028657,0.6958490620374339,12306.002523008705,False,Medium
2023-02-12,Engineering,New York,Lead,Completed,73265.27576417639,2.4952986526066914,7,0.508615679073122,,,,29361.32542196521,False,Medium
2023-02-13,HR,Seattle,Entry,Delayed,70483.44456616067,2.0697310423920916,5,0.47909535912230994,9.0,10.358755559544859,0.5288696669686248,34054.39794955166,False,Low
2023-02-14,Engineering,San Francisco,Lead,Delayed,52822.17014448859,4.518446419524293,7,0.6056269565637007,4.0,8.62327083452763,0.6385116960835769,11690.338943988136,False,Low
2023-02-15,Engineering,Austin,Lead,On Track,64202.33687407937,4.767586776343822,5,0.5372121057422106,3.0,1.2076942741325434,0.5807896988710234,13466.422298308958,False,Low
2023-02-16,Finance,San Francisco,Entry,Not Started,68090.41843560319,4.76564500778149,7,0.5916025574463739,8.0,6.481124231037273,0.6820059574884872,14287.765522699043,False,Medium
2023-02-17,Sales,Seattle,Lead,Delayed,90856.83339328374,4.854898237536985,5,0.5622938987058171,8.0,4.404089247195605,0.6375708523169306,18714.46711092708,False,Low
2023-02-18,Sales,Seattle,Entry,Delayed,80154.27434352692,19.12696851219064,4,1.0,7.0,6.753828445376194,0.9106147101643239,4190.641830797197,True,High
2023-02-19,HR,Chicago,Senior,Not Started,48554.397669558995,11.145879287061419,5,0.9654038718811813,8.0,25.4933555152633,0.8881105391623048,4356.264447069948,True,High
2023-02-20,Finance,San Francisco,Senior,Completed,79861.25954092192,6.9830185618804395,11,0.6955512052815644,8.0,6.549488035804193,0.7435317214941036,11436.495382795643,False,Medium
2023-02-21,Engineering,Chicago,Senior,Delayed,69223.76579375526,5.7277846617636605,7,0.6648589263106766,6.0,0.1407944367626175,0.7358936432798577,12085.60898873603,False,Medium
2023-02-22,Sales,San Francisco,Senior,Completed,64846.169995410615,5.857219954235797,6,0.6458270189807633,11.0,5.777433963395121,0.5941258389550712,11071.151587625707,False,Low
2023-02-23,Sales,Chicago,Senior,Delayed,84175.14433261301,9.408110127668703,3,0.9438363640682705,5.0,17.184059275748854,0.8779808921775942,8947.083228230804,True,High
2023-02-24,Marketing,Chicago,Lead,On Track,90464.99283743926,5.693855935069801,0,0.6322389202028205,2.0,15.144046946991754,0.6716843583300196,15888.177338707157,False,Medium
2023-02-25,Engineering,San Francisco,Lead,Completed,88969.20178674298,10.45479767452399,10,0.8913187301024541,,,,8509.892257746995,True,Medium
2023-02-26,Finance,Seattle,Lead,Delayed,62411.73715166042,7.465578496530882,5,0.6818181691615524,2.0,2.873741370145184,0.7073573779573955,8359.933149274635,False,Medium
2023-02-27,Sales,New York,Mid,Not Started,70361.81436223179,19.233445251624097,5,1.0,7.0,6.25654270893964,0.9433239962112916,3658.30528237214,True,High
2023-02-28,Finance,Seattle,Mid,Not Started,79968.95147105346,5.478622863908946,3,0.6262401672802197,0.0,8.294302857740416,0.6527049557986672,14596.542499367508,False,Low
2023-03-01,Engineering,New York,Entry,Not Started,89633.17690683539,11.637172535443991,4,0.9610741678661703,6.0,89.59101412028268,0.861488174519915,7702.315715766401,True,High
2023-03-02,Engineering,San Francisco,Mid,Delayed,67812.38643232065,2.957079390411985,2,0.5449938218749506,3.0,10.333249265832944,0.6417844548118159,22932.217055854195,False,Low
2023-03-03,Sales,Austin,Senior,Completed,72215.11535004275,3.9523525571580507,2,0.5838309593266527,3.0,11.850363365559833,0.6703974410329587,18271.425513206043,False,Medium
2023-03-04,HR,Seattle,Senior,On Track,58404.97538990958,17.680031728440106,7,1.0,7.0,6.761998877523027,0.9543325179476073,3303.4429059286877,True,High
2023-03-05,Finance,Chicago,Senior,On Track,57056.90063878994,10.183463839203414,3,0.9855808801190395,8.0,4.3771388103797095,0.952247202718139,5602.897161488142,True,High
2023-03-06,Finance,Seattle,Entry,Delayed,87187.88733591296,8.175950185608967,1,0.8370584524724826,,,,10663.945517840624,True,Medium
2023-03-07,Marketing,San Francisco,Entry,Delayed,95343.60042856235,22.279662473509752,3,1.0,2.0,6.830628474760438,0.9021654199223486,4279.400576284525,True,High
2023-03-08,Engineering,Austin,Entry,Delayed,73919.848176295,5.780146820799024,7,0.6252400026883107,5.0,52.38187919456274,0.7130620002289261,12788.576219258843,False,Medium
2023-03-09,Engineering,Austin,Entry,Completed,90052.99346838036,11.620160459245263,5,1.0,7.0,6.108680357644233,0.9410304905290438,7749.720305861367,True,High
2023-03-10,Sales,Seattle,Lead,Not Started,80424.54037571451,12.15034182739264,5,1.0,2.0,0.7042276863948637,0.9275275265410203,6619.117512759963,True,High
2023-03-11,Sales,Seattle,Entry,Completed,65323.203680923136,15.369442068314042,4,1.0,7.0,11.475235920083556,0.9136648262125406,4250.200065205672,True,High
2023-03-12,Sales,Seattle,Entry,Completed,80420.9340826262,2.744679034945777,5,0.45082082998199036,2.0,0.4776421410832505,0.597630026770083,29300.66979005251,False,Low
2023-03-13,Marketing,San Francisco,Mid,Delayed,98070.54849698953,5.7556842709030285,5,0.689658958934412,8.0,2.8835109204175877,0.6280917456399583,17038.90343547335,False,Low
2023-03-14,HR,New York,Lead,On Track,74462.60941335073,7.384434358860738,3,0.7328461062062863,2.0,4.365506758081167,0.751225557671253,10083.725549540768,False,Medium
2023-03-15,Sales,New York,Senior,Completed,98469.6548372101,15.215609369151164,3,1.0,7.0,13.450894087232628,0.9220024889797522,6471.620849891959,True,High
2023-03-16,Sales,Chicago,Mid,On Track,35703.82343865383,7.970253197706574,6,0.8560929577178737,6.0,6.816849761491578,0.7679018417531662,4479.6347811042615,True,Medium
2023-03-17,Sales,San Francisco,Entry,Delayed,87328.53756562836,12.166481310832747,6,1.0,1.0,0.29064233810239565,0.9977488530545002,7177.797370869513,True,High
2023-03-18,Marketing,Austin,Senior,Completed,76305.70602357257,2.5932910337689306,4,0.41267789174322145,7.0,9.593283334043015,0.39279723675944606,29424.27403247314,False,Low
2023-03-19,Finance,Chicago,Senior,Not Started,70514.88974301198,4.933817916041569,9,0.5739271872876898,3.0,5.30070010532739,0.632205494855824,14292.154867277,False,Low
2023-03-20,HR,Austin,Senior,Not Started,76376.41164803253,13.444742778334696,6,1.0,11.0,25.489270327613085,0.9487807851320669,5680.764065721511,True,High
2023-03-21,Finance,Austin,Mid,Completed,45186.46628098661,5.359203381022559,5,0.651741448356562,3.0,6.922721857600421,0.6373412812056748,8431.56399717841,False,Low
2023-03-22,Engineering,Seattle,Lead,Not Started,71704.92168243731,6.060580423985023,5,0.6784797302915513,1.0,12.343466063146327,0.7124125244505632,11831.362124766438,False,Medium
2023-03-23,Engineering,Austin,Lead,Completed,80356.6885726762,15.066845868682686,4,1.0,4.0,2.470117596164309,0.9148983030491457,5333.3450991028085,True,High
2023-03-24,Sales,Austin,Senior,Not Started,97168.41067112274,3.38478569672099,10,0.542501538105387,2.0,14.311811245131418,0.6492132958313712,28707.404065567458,False,Low
2023-03-25,Finance,San Francisco,Entry,Delayed,67225.9467258953,3.9111317698224015,6,0.5207037121497351,3.0,12.76383332509937,0.7476080325927601,17188.361497968122,False,Medium
2023-03-26,Marketing,Seattle,Lead,Not Started,62872.595956602185,2.4269188276750127,2,0.47784175240620463,6.0,23.442585805702674,0.5747259454248579,25906.344802159743,False,Low
2023-03-27,HR,Seattle,Lead,Not Started,67473.64434623196,15.436745921773294,4,1.0,5.0,0.34406825911279204,0.9521821446720349,4370.975896614416,True,High
2023-03-28,Finance,Chicago,Entry,Delayed,88731.03176553111,11.019361347229507,3,0.9452553054227684,8.0,5.933031082470465,0.8427966962168003,8052.284426432744,True,High
2023-03-29,Finance,Seattle,Mid,Delayed,79931.26664489527,10.84766834667838,2,0.9453606034077023,7.0,11.36798393760581,0.8964183780594602,7368.520505088145,True,High
2023-03-30,HR,New York,Mid,Not Started,67053.59694349441,4.8444989906373515,5,0.5956536415788827,5.0,1.0000145674472387,0.6251720247884764,13841.182973323876,False,Low
2023-03-31,Finance,San Francisco,Entry,On Track,82699.01149670035,2.3181925531358862,6,0.4571383597508051,2.0,5.2865710919253175,0.5800433364093185,35673.91819321954,False,Low
2023-04-01,Finance,Chicago,Mid,On Track,76456.1632402206,1.9513399524517885,5,0.4464986289515519,6.0,28.498431073809112,0.4733772704468187,39181.36516610352,False,Low
2023-04-02,HR,New York,Senior,Completed,89529.67485799333,13.505772749431337,10,0.9828117533087425,11.0,5.72584883326817,0.8646602302057717,6628.993136417388,True,High
2023-04-03,Marketing,Austin,Lead,Not Started,64469.203591839716,8.517437485861418,5,0.7987402268418144,,,,7569.084445745078,False,Medium
2023-04-04,HR,New York,Mid,Completed,70085.06780103348,9.552911871871547,5,0.8775119132180513,2.0,0.5851834397512008,0.8487078079862582,7336.513593033163,True,High
2023-04-05,Sales,Chicago,Senior,Delayed,69118.37770301764,7.170031866903621,4,0.8104043935585505,3.0,12.65244759449697,0.8518551830634262,9639.898257923143,True,High
2023-04-06,Sales,Seattle,Senior,Not Started,53047.27577801822,3.6114822324498173,4,0.4934888296117038,5.0,8.699231098066697,0.5868106897154047,14688.50526284718,False,Low
2023-04-07,Sales,San Francisco,Senior,Delayed,79441.80415596864,4.989825574616143,3,0.6259013992009652,6.0,6.94227117746501,0.6860710403218959,15920.757743536944,False,Medium
2023-04-08,Sales,Chicago,Senior,Not Started,78915.82908269834,3.0653614697280016,6,0.5637229005731137,,,,25744.37953306067,False,Medium
2023-04-09,Engineering,New York,Senior,Not Started,75076.70184963691,2.828047053801193,4,0.43716408203018065,8.0,1.3886030953303765,0.5223016262380623,26547.18978198256,False,Low
2023-04-10,Marketing,New York,Entry,Delayed,71481.1929993728,10.466581887397426,2,0.9637539222784216,4.0,22.633542999003495,0.9430265312103108,6829.468662108466,True,High
2023-04-11,Engineering,Chicago,Lead,Not Started,53769.438869243786,2.0505634012724485,9,0.4109429307189661,4.0,11.75192334474794,0.506214452117166,26221.788039266627,False,Low
2023-04-12,Finance,Chicago,Lead,Not Started,68690.32015851961,3.078500879275686,5,0.4845247030649718,4.0,2.9974935450931173,0.6174263871600674,22312.91230772075,False,Low
2023-04-13,Finance,Chicago,Entry,Completed,69859.28225209846,5.179484041622747,9,0.5986446091392322,8.0,23.194174214481325,0.6391078126962331,13487.691378273144,False,Low
2023-04-14,HR,Seattle,Entry,Delayed,62965.84096167571,6.419322282952754,5,0.6758850446405298,0.0,5.6088269638189905,0.6450357567028601,9808.798839853971,False,Low
2023-04-15,Sales,Chicago,Senior,On Track,72580.71432500986,2.4086386154066584,5,0.5733948028406592,2.0,16.832315466983044,0.5691923215169851,30133.50108262539,False,Low
2023-04-16,HR,Austin,Mid,On Track,81060.76285221807,7.907324547219936,1,0.8282177077160628,11.0,4.92390789392794,0.7970242750009658,10251.351436019846,True,High
2023-04-17,Finance,San Francisco,Lead,Not Started,103292.78851815795,6.918319475246124,5,0.7791686829862159,,,,14930.329379517883,False,Medium
2023-04-18,Sales,San Francisco,Mid,Completed,77618.66719247759,13.362651610999773,8,1.0,2.0,10.123312540374288,0.8950708623363195,5808.627617634213,True,High
2023-04-19,Marketing,Austin,Lead,Not Started,78863.25586084147,6.488770301191284,6,0.6450759465353988,3.0,1.520406466947387,0.709483554462429,12153.806068056198,False,Medium
2023-04-20,Finance,New York,Senior,Completed,73883.3112635075,8.413159141035962,2,0.84058786727509,6.0,10.488601972120474,0.8179445931768512,8781.874920579454,True,High
2023-04-21,HR,New York,Mid,Not Started,46218.43177051438,3.744216773056007,5,0.5875701909636543,3.0,2.1238261184284126,0.6635785735953501,12343.951905538624,False,Medium
2023-04-22,HR,New York,Lead,On Track,74602.29186826175,3.8469619900965855,5,0.5166817404442307,4.0,5.30896754526076,0.5736412955370516,19392.52117913146,False,Low
2023-04-23,Finance,New York,Lead,Delayed,75903.45314911539,2.564099572758237,4,0.5124590410519393,4.0,1.8668576722413586,0.5919567765031869,29602.381263011954,False,Low
2023-04-24,Engineering,Seattle,Senior,Completed,111948.6316872793,3.767875131173729,6,0.574245956264587,2.0,0.22262087270324354,0.6692156122627566,29711.343340724306,False,Medium
2023-04-25,Marketing,Austin,Mid,Not Started,72114.58552828316,4.942451725013339,5,0.6906287052933471,4.0,2.381132140195737,0.7076673789688734,14590.852787355961,False,Medium
2023-04-26,Finance,San Francisco,Senior,Not Started,79523.21013500419,12.556533499079396,6,1.0,3.0,7.686728236170927,0.9013815349029553,6333.213712274536,True,High
2023-04-27,Finance,Austin,Mid,Completed,74479.32345442135,3.4123506463829485,5,0.48083659949194785,7.0,6.569328431391171,0.4797870772069299,21826.398038363543,False,Low
2023-04-28,HR,San Francisco,Mid,Completed,57469.82943570702,19.759374176336095,4,1.0,8.0,6.961458631901236,0.9493689623404951,2908.484293218816,True,High
2023-04-29,Sales,New York,Lead,On Track,92142.34221772531,8.878190435663916,7,0.9101142658663799,3.0,2.8460265665208038,0.8273555293822283,10378.50481868323,True,High
2023-04-30,Sales,Seattle,Entry,Completed,86278.9954903016,7.779964907130925,5,0.7136616591941769,1.0,11.556945191257359,0.70113845116852,11089.895201355008,False,Medium
2023-05-01,Sales,Chicago,Mid,Not Started,86865.47920564571,6.1716077840594465,7,0.6075614384263255,6.0,12.182857029835414,0.6021044285986045,14075.016145713156,False,Low
2023-05-02,HR,Chicago,Mid,On Track,61359.18817807891,5.451999881577793,6,0.6506958040519322,1.0,4.431168605972615,0.6701332485638415,11254.436814169876,False,Medium
2023-05-03,Sales,New York,Senior,On Track,96041.91466404148,4.136728257448056,4,0.5505001237359172,3.0,21.300621232245703,0.7047395627922599,23216.877852955622,False,Medium
2023-05-04,Finance,New York,Mid,Delayed,53972.23405811579,2.3499247104774503,8,0.46130459835567444,4.0,10.328897655251074,0.5637549787993149,22967.64394938844,False,Low
2023-05-05,Engineering,Austin,Mid,Delayed,83802.85640700406,3.4885986441128223,4,0.567128389496204,4.0,12.484099201780532,0.5930036555439346,24021.9254079071,False,Low
2023-05-06,Engineering,Seattle,Mid,Delayed,107856.83438714968,15.413996600626879,3,1.0,5.0,3.2481631667134305,0.9044663473376693,6997.33087931025,True,High
2023-05-07,Engineering,Seattle,Mid,Completed,60141.955123039676,8.543257453839662,5,0.7576752139931549,6.0,0.006118222806742291,0.6906298110476218,7039.69831741517,False,Medium
2023-05-08,Sales,Austin,Mid,On Track,66505.53405595841,15.330061071577905,10,1.0,0.0,20.052666902353977,0.8741224634222239,4338.243255877198,True,High
2023-05-09,Engineering,Seattle,Entry,Completed,76494.77047631462,4.068573201322471,6,0.5242252605817972,11.0,17.283587584126373,0.5339294300387172,18801.37500081118,False,Low
2023-05-10,Sales,Seattle,Lead,On Track,67447.86518825701,3.009662333754047,4,0.458218255144759,4.0,1.3146711105521418,0.5579177223435913,22410.442670532793,False,Low
2023-05-11,Finance,Chicago,Mid,Not Started,51740.048534008005,6.133169795481915,3,0.7321389882778188,,,,8436.102416750802,False,Medium
2023-05-12,Finance,Seattle,Senior,Completed,76028.4446220904,3.5714772688645557,3,0.5189090712902127,11.0,10.8275658254713,0.5917282810459974,21287.674230742443,False,Low
2023-05-13,HR,New York,Senior,On Track,59065.44429410843,6.9612045306935055,5,0.735136677760218,2.0,10.558714051833872,0.7562385055160397,8484.94596498001,False,Medium
2023-05-14,HR,Chicago,Mid,Delayed,82103.88645952773,2.070682073218976,2,0.4635525293555513,3.0,19.68618384077223,0.5150076314833443,39650.64821945034,False,Low
2023-05-15,Marketing,New York,Mid,Delayed,61208.63648649295,1.5711960564993541,6,0.4576150875143611,4.0,1.5113475421440508,0.49365810371229674,38956.71468452296,False,Low
2023-05-16,Finance,New York,Mid,Not Started,98249.01607526309,7.593137666259656,2,0.7622498322483084,6.0,5.620132180998462,0.7066171254778695,12939.185405769167,False,Medium
2023-05-17,Sales,Austin,Entry,Completed,63251.20061495644,15.67804918768973,5,1.0,10.0,1.0228128128803107,0.8710483267841336,4034.3795237369673,True,High
2023-05-18,Marketing,Seattle,Lead,On Track,70169.07725691487,7.804762478810742,2,0.7028537547792524,3.0,4.936330147018012,0.733137990117778,8990.546150176622,False,Medium
2023-05-19,Finance,Seattle,Senior,Delayed,87202.75826054504,8.489099326409255,6,0.8597374490626785,3.0,0.15222725574830337,0.9174326400729433,10272.321586491595,True,High
2023-05-20,Sales,Seattle,Entry,On Track,56537.03525349067,6.300182223765697,3,0.6644298311052355,3.0,22.85463164485175,0.642973549969568,8973.873015961399,False,Low
2023-05-21,Finance,Seattle,Entry,Completed,78411.89901906194,6.685032831837395,5,0.7759928225745634,5.0,7.487529113676345,0.752807414269788,11729.471042479572,False,Medium
2023-05-22,Finance,Chicago,Mid,Delayed,94607.14131423642,2.2801213535383287,2,0.4624890603655215,3.0,18.958025917118135,0.5578725443228406,41492.151795966274,False,Low
2023-05-23,Sales,San Francisco,Lead,Not Started,50887.75148158159,3.6580611592177363,6,0.5125674562726882,11.0,0.6177402694557097,0.5712418584230203,13911.12648659591,False,Low
2023-05-24,Finance,New York,Mid,Not Started,77769.50787798456,12.477844532791371,6,1.0,5.0,2.58069045755387,0.9399827590220554,6232.607536791215,True,High
2023-05-25,Finance,San Francisco,Senior,Completed,78898.24191372635,4.871943327602639,7,0.6480441335444485,3.0,3.002675992838239,0.6527383039109423,16194.408803303997,False,Low
2023-05-26,Finance,San Francisco,Lead,Completed,86727.34307665966,12.323558934352105,6,1.0,7.0,4.888871982558968,0.894384946996942,7037.5241063606945,True,High
2023-05-27,HR,San Francisco,Mid,On Track,56445.739336828774,6.5691958917064746,6,0.6729639039170661,6.0,16.238734674914188,0.6878694163941833,8592.488375645913,False,Medium
2023-05-28,Engineering,Chicago,Senior,Not Started,55193.15080373586,6.7812955281944625,4,0.7075170467467844,8.0,4.886693529915397,0.7349571970879649,8139.027502084277,False,Medium
2023-05-29,Finance,San Francisco,Entry,Completed,82829.12348425346,4.895807930177909,4,0.6135855623258172,5.0,2.2897744750054376,0.7122220353054292,16918.376836985826,False,Medium
2023-05-30,Sales,Chicago,Senior,Completed,79454.77009849779,9.274469568600729,7,0.8748177880100414,8.0,0.6719833299772372,0.8543210435351206,8567.041975909508,True,High
2023-05-31,Finance,Austin,Senior,Not Started,78757.39275518815,10.695935402771896,5,0.9917459431838478,6.0,0.8282931403922983,0.9078751019410924,7363.301084894159,True,High
2023-06-01,HR,Austin,Senior,On Track,80196.72314245463,3.5318642911462304,5,0.4513158081685095,4.0,14.273130664905292,0.5783067922576055,22706.626453200333,False,Low
2023-06-02,HR,Austin,Lead,On Track,64799.62917632264,2.413291717165222,8,0.47817058521205347,14.0,5.884322571178742,0.6047239500226885,26851.13810129828,False,Low
2023-06-03,Finance,Chicago,Entry,Not Started,78483.80545741506,1.7272172710608968,4,0.41203378208618824,7.0,12.952884203673314,0.49977303611343826,45439.451522626616,False,Low
2023-06-04,Marketing,Chicago,Lead,Not Started,79396.08709948022,8.236779550757271,2,0.7806667483900782,2.0,11.466072026884277,0.7648988389707482,9639.214769585611,False,Medium
2023-06-05,Engineering,New York,Entry,Not Started,64284.72872960448,7.661001544670296,3,0.7499606215694338,9.0,1.4544489080496805,0.7307527993650078,8391.165091766221,False,Medium
2023-06-06,Sales,San Francisco,Mid,Not Started,102986.61766717135,23.20391271517257,4,1.0,8.0,1.541866036968245,0.9619406487446136,4438.329816670551,True,High
2023-06-07,Sales,Seattle,Mid,Not Started,82107.49381367682,6.323666945368123,6,0.5553766125437066,3.0,14.078940250909692,0.6171022044611745,12984.158483206938,False,Low
2023-06-08,Sales,Seattle,Senior,Completed,57130.44754196027,5.626697952478541,9,0.6295502943170505,8.0,12.775055852148594,0.6024368541216358,10153.459102384286,False,Low
2023-06-09,Sales,San Francisco,Senior,Delayed,84848.30412950745,7.108750060686037,3,0.7114924106553105,4.0,4.748646518945145,0.7413218348145927,11935.755710240723,False,Medium
2023-06-10,HR,Seattle,Lead,Not Started,60379.77494659018,7.352285072673519,5,0.7824484327333161,8.0,0.805836392278766,0.8397474906657967,8212.382184554524,False,High
2023-06-11,Engineering,Seattle,Entry,Delayed,86806.26905613678,5.3525337491112115,3,0.6089309576462518,1.0,0.1217179840152656,0.7218387651420828,16217.790139212288,False,Medium
2023-06-12,Finance,Seattle,Entry,On Track,92378.93368511106,3.607012293448412,2,0.5278161856000851,3.0,3.3989782650672904,0.5729115105911986,25610.928427636165,False,Low
2023-06-13,Finance,Chicago,Entry,Completed,62689.76522472434,6.1099412570345715,4,0.7482875405285263,0.0,0.09265062026591767,0.7174538425813174,10260.289352626362,False,Medium
2023-06-14,Marketing,Chicago,Senior,Delayed,89450.64193866483,5.964765368698588,9,0.7176599829145323,5.0,2.614590817038624,0.812766051451133,14996.50638532685,False,High
